   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.0080321e-02	   6.1682110e-06	   0.0000000e+00	   7.8238907e-07	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   4.0160643e-02	   2.4076934e-05	   0.0000000e+00	   6.2078166e-06	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   6.0240964e-02	   5.1963352e-05	   0.0000000e+00	   2.0664808e-05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   8.0321285e-02	   8.6971684e-05	   0.0000000e+00	   4.8041974e-05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.0040161e-01	   1.2527375e-04	   0.0000000e+00	   9.1500567e-05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.2048193e-01	   1.6223222e-04	   0.0000000e+00	   1.5327328e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.4056225e-01	   1.9260132e-04	   0.0000000e+00	   2.3449679e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.6064257e-01	   2.1075821e-04	   0.0000000e+00	   3.3508451e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.8072289e-01	   2.1095765e-04	   0.0000000e+00	   4.5364480e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.0080321e-01	   1.8760123e-04	   0.0000000e+00	   5.8744848e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.2088353e-01	   1.3551225e-04	   0.0000000e+00	   7.3244792e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.4096386e-01	   5.0206748e-05	   0.0000000e+00	   8.8334845e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.6104418e-01	  -7.1848666e-05	   0.0000000e+00	   1.0337312e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.8112450e-01	  -2.3300155e-04	   0.0000000e+00	   1.1762246e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.0120482e-01	  -4.3420949e-04	   0.0000000e+00	   1.3027205e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.2128514e-01	  -6.7487507e-04	   0.0000000e+00	   1.4046293e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.4136546e-01	  -9.5272690e-04	   0.0000000e+00	   1.4731670e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.6144578e-01	  -1.2637522e-03	   0.0000000e+00	   1.4996656e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.8152610e-01	  -1.6021855e-03	   0.0000000e+00	   1.4758987e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   4.0160643e-01	  -1.9605555e-03	   0.0000000e+00	   1.3944114e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   4.2168675e-01	  -2.3297916e-03	   0.0000000e+00	   1.2488449e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   4.4176707e-01	  -2.6993892e-03	   0.0000000e+00	   1.0342451e-03	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   4.6184739e-01	  -3.0576308e-03	   0.0000000e+00	   7.4734574e-04	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   4.8192771e-01	  -3.3918590e-03	   0.0000000e+00	   3.8681478e-04	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   5.0200803e-01	  -3.6887951e-03	   0.0000000e+00	  -4.6543399e-05	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	
